chroma_stft,chroma_cqt,chroma_cens,melspectogram,rms,centroid,bandwidth,contrast,flatness,rolloff,crossing_rate,tempogram,fourier_tempogram,mcffs_1,mcffs_2,mcffs_3,mcffs_4,mcffs_5,mcffs_6,mcffs_7,mcffs_8,mcffs_9,mcffs_10,mcffs_11,mcffs_12,mcffs_13,mcffs_14,mcffs_15,mcffs_16,mcffs_17,mcffs_18,mcffs_19,mcffs_20,mcffs_21,mcffs_22,mcffs_23,mcffs_24,mcffs_25,mcffs_26,mcffs_27,mcffs_28,mcffs_29,mcffs_30,mcffs_31,mcffs_32,mcffs_33,mcffs_34,mcffs_35,mcffs_36,mcffs_37,mcffs_38,mcffs_39,mcffs_40,Label
0.06261289,0.5546001,0.26221398,1.4334064,0.036064208,443.91666183214585,549.7566620049414,11.75922977579571,0.83201534,1020.7362432065217,0.010466202445652174,0.021375741858068526,(0.07514415681362152-0.03705114871263504j),-492.68433,26.675383,-5.427075,6.228636,-7.7756186,4.292518,-6.092731,-1.4532214,-3.754176,0.41007477,-1.713365,-1.7892687,-1.1217595,-0.36014003,-0.9013703,-2.1622367,-1.3902332,-1.9566505,0.15403214,-1.690195,0.057816885,-1.8129833,0.17292576,-0.19153568,0.40011597,-0.111751676,0.3246742,-0.055070113,-1.0202929,-0.29064792,-0.9596092,-0.30308905,-1.089256,-0.34960556,-0.5960765,0.51957583,-1.2183982,-0.48679596,-0.23789401,0.13452451,100648-1-0-0.wav
0.13018632,0.5792967,0.26748517,2.0234907,0.054989547,741.2508034715397,852.6991954435622,12.376828438726545,0.7306336,1537.0337975543478,0.01923545063405797,0.03460977739014422,(0.13320781290531158-0.055255427956581116j),-426.17636,41.714542,-12.256383,9.491058,-9.0769205,4.267955,-11.375087,1.2676443,-4.0534916,-1.2549253,-3.6666172,0.14904356,-2.3104842,-1.0098803,-1.9156235,-3.163501,0.8813618,-2.362576,-1.2056649,-2.6071248,-0.14515914,-3.2723997,-0.057149816,-1.5049527,-0.6083336,-0.9017922,0.04566343,-1.2960949,-1.2591921,-0.23061585,-1.4092748,-0.9301212,-1.0276227,-0.63136077,-1.8371111,0.9278175,0.13290735,-0.3149692,-1.6328305,1.1751144,100648-1-1-0.wav
0.04031269,0.5485304,0.25870332,0.47169876,0.020168163,329.02038971587274,337.2832989610526,11.662410738433172,0.8933526,641.2525475543479,0.010378453351449275,0.010373015161902194,(0.06234214827418327-0.03483939915895462j),-515.1719,14.966279,-5.603433,4.910557,-2.490561,1.2800096,-3.6749675,0.7492966,-1.314348,-1.0925227,-1.4924083,0.12249429,-0.7782227,-1.4348897,-0.5290355,0.17897995,-1.1853017,-1.3308337,0.32414573,-0.59519863,-0.37525463,-1.3766927,0.5076663,-0.445254,-0.39266428,-0.55802923,0.5196741,-0.24848811,-0.27117896,-0.47584897,-0.26233694,-0.04565005,-0.96667147,0.008571147,-0.28660175,0.20511398,-1.0081693,0.4071193,-0.5456082,-0.22422366,100648-1-2-0.wav
0.20629604,0.60038745,0.26721665,2.063086,0.07393695,1115.6135314479366,1195.485392506477,11.253914498162993,0.58864665,2284.0174932065215,0.03401551177536232,0.0905508248180879,(0.18336933851242065-0.050343357026576996j),-410.74945,68.19464,-26.365347,21.963417,-13.796723,11.079891,-16.0207,3.0419774,-4.544588,-2.768826,-7.6446657,0.7631086,-1.535656,-2.6630714,-2.8244035,-4.1013136,0.41029662,-4.0747805,-1.2029222,-4.369329,-0.55399376,-3.2625468,-0.37518656,-4.5238485,-0.83837837,-2.7631843,-0.5534038,-2.1687412,-2.0647585,-0.33921066,-2.4461207,-0.70066214,-1.8305335,1.2878375,-1.4936619,-0.07955878,-2.43927,1.203363,0.08417756,0.011119654,100648-1-3-0.wav
0.16736478,0.5734784,0.26432675,3.8799284,0.089565486,1768.380517462477,1632.312510696941,19.919305355264925,0.5282982,3634.555027173913,0.049861299818840576,0.10242406894616518,(0.2336214929819107-0.05681869760155678j),-331.34674,46.70239,-18.304623,14.983345,-7.457651,9.514108,-12.486317,-6.7035236,-0.40550387,-2.6940284,-7.4922047,-2.0641646,-1.5613637,-0.84910095,-1.1519414,-3.9750836,-1.6456405,-2.505482,-1.4155933,-2.6822546,-1.4343318,-0.62110996,1.1025119,-1.8740969,-2.013027,-2.4072468,-0.75408804,-1.3045236,-2.06776,-1.1370804,-1.0103981,-0.90125024,-1.3667815,-1.5688224,-0.85553175,-1.3567078,-3.3881881,-1.1070235,-0.2156684,1.213929,100648-1-4-0.wav
0.34642103,0.5643676,0.27201825,3.3487422,0.076443635,2460.667102417441,2293.1100936968232,16.65237656309328,0.001060989,4277.492781929348,0.07582370923913044,0.17560228803533168,(0.46398040652275085-0.0017204646719619632j),-336.08783,104.84436,-46.263676,-51.89344,-8.671927,12.446684,6.278804,-0.87990415,5.9155226,2.481261,-4.908061,-2.4700642,1.5236194,3.9742203,6.007352,6.0812025,4.175981,3.4019432,0.7012945,-5.1635785,-3.1939645,3.175886,2.7061195,-0.2119176,-1.5869012,-1.115616,2.1391819,3.0338018,0.14029494,1.1058558,2.2197275,-2.01274,-2.7878358,-0.24903741,0.756458,1.3157505,-0.12004621,-0.3076401,1.8593612,2.0099783,100795-3-0-0.wav
0.3570216,0.6039127,0.27866074,2.1693819,0.065897524,2389.212164711568,2458.7246086901127,16.83833976459057,0.0009069182,4555.115064538043,0.07044129302536233,0.1560932178001143,(0.4555307626724243-0.009840772487223148j),-340.75012,128.78014,-33.28277,-53.95497,-23.449705,5.1142516,-0.31485975,-9.258009,0.00066519476,2.6338499,5.4195037,11.823877,6.4493794,-4.8785243,-3.0255435,3.438633,2.940765,3.3121088,6.1181746,2.9455776,-0.78173596,-3.4797065,-5.1981835,1.2915094,4.2949166,1.3789066,2.3256161,2.25353,-1.6601412,-1.7711383,0.26654255,-0.5765397,-0.8096059,-0.14279991,1.8851155,3.0810874,0.88595164,-0.32506353,0.43822575,0.33201638,100795-3-1-0.wav
0.33969843,0.5692564,0.27352104,1.9035729,0.06196028,2498.8693228254606,2552.876712202254,16.690659837936703,0.0009914719,4823.874405570652,0.07199388586956522,0.16993048783564937,(0.46537479758262634+0.002283836482092738j),-353.9215,126.131294,-37.688023,-50.142178,-21.399887,7.258891,1.068167,-8.571847,2.3686812,4.2140265,5.870212,10.831098,4.324266,-8.137432,-5.751048,4.410174,6.4956656,5.7788873,5.3970003,0.95703715,-2.2660165,-5.9350305,-7.5454016,1.4435965,6.2404084,3.566275,3.524075,2.1782918,-3.2956436,-4.029531,-0.5435804,-0.47976282,-0.6958085,0.40435383,3.2465081,3.477651,-1.0476999,-2.006342,1.0113645,1.5220088,100795-3-1-1.wav
0.33884856,0.57875866,0.27343908,2.0252476,0.06903798,2393.930960092954,2396.1838802698076,16.747921319628126,0.0009411814,4480.154551630435,0.07155938632246377,0.19111201486641524,(0.48143690824508667-0.00014376778563018888j),-346.99823,133.3026,-39.4718,-52.961853,-23.352749,9.299609,2.2968926,-9.872052,0.007717232,1.4289179,3.053572,8.675742,3.406127,-8.291092,-4.1226525,5.862598,7.2405477,7.345542,6.098574,0.53569657,-1.9697002,-5.1415634,-7.427248,0.26777825,4.205534,2.802538,3.1131678,1.3654715,-3.0596418,-2.7157953,0.7776155,-0.6194632,-0.49932453,1.0490429,3.1017075,3.560786,-1.4297655,-2.0402846,1.4944279,1.891633,100795-3-1-2.wav
0.31347433,0.46192467,0.2664997,0.9827018,0.063465714,3011.1228410470594,3210.491356734953,20.653619353811106,0.0037950878,4963.06003736413,0.0843650928442029,0.24887137353048225,(0.4987947344779968+0.004554708022624254j),-260.3741,112.97848,-81.94372,-23.3523,-22.258993,-15.593164,-30.456036,-17.798336,-27.167046,-22.079882,-14.576203,-16.852167,-7.27305,-8.231121,-4.3144617,2.184553,-1.2721002,-4.9093323,-2.7330868,-0.27370766,-4.3414974,-2.976925,-1.6693367,-3.9549167,-4.8837786,-0.5532268,-1.7264475,-0.05260671,-1.9037881,-1.4603666,0.08361554,-0.433251,-2.7763045,-2.0195038,-0.68756527,-0.002983508,0.89124644,1.4039832,1.4019994,1.8598994,101382-2-0-10.wav
0.29307136,0.41058365,0.250742,2.4642432,0.09130027,2924.441589386552,2991.324489260515,21.157799296304095,0.0027692183,4756.965438179348,0.08246291893115942,0.2589239718403065,(0.4799206852912903+0.0005252565024420619j),-233.9025,109.358444,-88.36709,-17.010096,-20.622839,-24.871052,-26.907581,-15.434698,-25.706507,-23.104725,-18.211021,-21.427107,-9.31943,-6.668045,1.9850764,5.975985,1.0511973,-3.5369918,-6.3557973,-1.9274511,-1.4696088,-1.9866366,-1.2317613,-4.729693,-5.887475,-3.0354435,1.951238,2.4357076,0.22643074,-0.0059835794,1.5987271,-0.36659333,-2.4266627,-0.15819338,3.4135163,3.445546,-1.1715463,-3.3161256,-0.38721126,3.2058325,101382-2-0-12.wav
0.33223012,0.48112497,0.27153698,1.8278468,0.069964655,2780.6775350240837,3061.4445808961555,20.025513521631588,0.0030935567,4696.485224184783,0.07195425724637682,0.2551229250999316,(0.5068862438201904-0.0014081377303227782j),-277.5416,120.06285,-73.06688,-29.161222,-25.275969,-16.770384,-26.837399,-12.083972,-18.096586,-17.302347,-9.699755,-24.116434,-9.363342,0.033348635,-3.6789083,-4.8645644,-2.5842948,-1.5918809,-2.882106,-3.1910136,-2.218656,-1.701059,-3.830415,-6.6232944,-5.4041996,-1.5546864,-1.8767074,-1.4441206,-2.5165565,-3.131559,-1.76862,-3.5895593,-4.694846,-1.0013001,1.6314248,-1.7095414,-0.9075229,2.9614968,1.7631795,1.5002275,101382-2-0-20.wav
0.286982,0.41191986,0.26073232,1.5102419,0.06674037,2870.7081225974293,2891.2838082255466,20.92329639613557,0.0026592454,4871.247452445652,0.07859629755434783,0.24944720015312263,(0.5059859156608582+0.006496668793261051j),-289.72818,103.25646,-75.346756,-29.760088,-19.046104,-19.221704,-24.148987,-9.756637,-17.207083,-17.413284,-8.834543,-21.081629,-1.6906325,5.368853,-2.876778,-1.6825193,-3.778321,-2.3982704,-1.0858818,-2.6668005,-1.5215702,-1.563083,-4.0554495,-4.639287,-4.3711243,-0.964431,1.794035,-0.4888998,-2.4614508,-2.024313,-0.97623223,-2.7422304,-4.3942885,-1.4859173,0.9743734,-0.42830312,-1.5522376,0.09512718,2.5572844,3.467343,101382-2-0-21.wav
0.33438468,0.43882018,0.26169074,2.9023845,0.0942161,3103.0765303900243,3190.475359128601,20.10008215037883,0.00512456,5249.982167119565,0.08437924592391305,0.233333462749211,(0.54464191198349+0.013514607213437557j),-251.6126,105.3142,-72.80931,-24.61952,-20.867762,-17.999989,-18.32444,-5.0994,-24.687859,-14.015503,-4.2099323,-21.492252,-8.135758,-5.0690045,-0.86287344,0.48621586,-5.476551,-3.7993674,-2.861713,-4.3995543,-5.761456,-0.48698252,0.4655898,-6.7934923,-7.2588854,-2.2926068,0.09578291,0.58504534,0.60250694,-1.1021004,-4.8661017,-2.399583,0.05980598,-3.744398,-1.7680817,2.2330508,1.9681623,1.8545722,1.4783262,-0.6198543,101382-2-0-29.wav
0.3547471,0.49293983,0.26707688,0.91473776,0.06186498,3036.3871556093964,3229.536300951519,19.561420264573744,0.0047742436,5076.655485733696,0.08525532155797101,0.240397158407181,(0.4690888226032257-0.002025784458965063j),-258.22946,119.27762,-75.97916,-15.798766,-18.675919,-14.0774765,-24.956419,-6.249445,-24.010548,-21.963398,-5.6548433,-17.549385,-11.075402,-4.6439157,-3.5969706,0.52112037,0.031699073,-0.13501446,-4.725639,-3.5378368,-9.863719,-6.4185247,-2.095733,-4.1107316,-4.885695,-3.0805693,-3.9597886,-2.5503178,-1.1393589,-0.06539046,-2.730419,-2.2605243,-2.8909929,-0.5980999,2.00511,1.8154827,-1.8964325,-1.3372252,-0.7243268,2.63988,101382-2-0-33.wav
0.34146628,0.47022548,0.2644393,2.4641676,0.09141348,3187.5751485184715,3569.02680459525,19.488174354096746,0.006840886,5802.667713994565,0.07682433197463769,0.22920498420084748,(0.5076525807380676-0.005553476046770811j),-206.36092,112.13648,-65.5356,-18.549885,-30.92697,-11.56569,-23.125877,-15.898472,-17.963955,-16.735756,-16.101622,-13.757333,-8.943144,-10.414856,-7.183151,0.35058814,-2.3010128,-3.1935174,-3.2817461,-2.8380163,-4.619101,-2.8530312,-0.5392318,0.40861437,-3.4272869,-2.0462842,-3.2901368,-1.2586348,0.24065618,0.7619044,-1.9811183,-2.8650773,-3.0253255,0.622299,1.1946869,0.15530463,-0.6188186,1.1147528,-0.25491378,0.8836813,101382-2-0-42.wav
0.38103333,0.53338593,0.27369237,2.4543214,0.106977336,3267.4721487418474,3894.7017729910535,18.30488669396425,0.008833408,5941.603685461957,0.07497877038043478,0.2539559595067978,(0.4378899335861206-0.0005605446640402079j),-137.18231,117.35897,-56.568817,-19.420925,-22.095438,-13.141858,-24.784946,-18.696396,-17.546707,-16.158737,-17.180067,-13.164501,-10.878842,-7.8866715,-6.4107385,0.10971078,-2.5678983,-1.0116227,-4.564229,-1.4021976,-5.1626725,-2.7235563,-3.578304,-1.9546168,-5.72764,-1.5988729,-4.5743327,-1.5161192,-1.5105653,-0.8898211,-1.9888226,0.35441142,-2.648241,1.6193969,-1.9661858,0.14182328,-1.190381,1.3855109,-0.7038,1.180827,101382-2-0-45.wav
0.055149313,0.48037374,0.24968311,0.44769377,0.016633794,457.1103640503336,485.96093049491736,14.194346695944303,0.8614608,929.1733186141304,0.010413836050724637,0.021420060443346156,(0.06515970826148987-0.03156284987926483j),-525.03467,18.912485,-8.0748825,1.9848435,-4.0837035,3.128546,-4.1700478,2.9001803,-2.8353138,0.5714768,0.5989593,1.0387644,0.8215458,1.2225385,0.6261538,-0.44642943,0.8053065,-1.4658617,0.44552436,-0.7231002,0.99979055,-0.46969172,0.8813385,-0.68916637,0.15281454,0.24538037,-0.48818988,-0.10536557,-0.32998276,0.5348746,-0.23052941,0.68003154,-0.53582996,0.9963172,-0.08415536,0.22907403,-0.44499856,-0.42859572,-0.406096,-0.37639752,102103-3-0-0.wav
0.048541207,0.49075085,0.2474921,0.3359371,0.014738722,350.88635550462516,364.6183682548412,13.009701739899322,0.89651924,689.9363111413044,0.009618432971014492,0.01733749223181848,(0.040064506232738495-0.020404081791639328j),-520.5369,14.471911,-6.3962727,2.6281073,-1.8992828,2.6988146,-3.585803,2.106731,-1.4673939,0.25893965,-0.3692767,0.5527365,0.13140383,0.52344424,0.6379769,-0.021950552,0.7555649,-0.7513847,0.7504136,-0.16466469,0.07595455,-1.1847398,0.89483374,-0.35005885,0.04350586,-0.13758548,-0.09510005,-0.10481219,-0.33010465,0.50216556,0.0057035917,0.8856435,-0.59335095,0.77550936,-0.11170863,0.17709647,-0.073423214,0.067779094,-0.35654393,-0.40198603,102103-3-1-0.wav
0.71868986,0.46638864,0.2666516,21.256582,0.37144208,1774.6877171051406,2791.0992360867363,15.29602359493333,0.0003194047,3747.713569972826,0.013442595108695651,0.21192244391111031,(0.5231815576553345+0.0020369712729007006j),-107.696335,164.40321,-40.076748,32.99487,-18.01055,28.909307,3.2660744,14.206449,17.117699,17.111296,12.208537,1.2078248,5.3961463,6.3648868,13.3807745,8.191778,-0.063476354,0.94102126,0.19516137,6.183151,3.2487152,-6.1170716,-0.6773351,7.393628,11.356506,5.523541,-3.7635233,-0.036742102,6.0202036,4.430099,2.8564663,4.5443,0.96341616,1.0146428,5.009934,0.9250222,4.534239,2.9530067,-1.0888946,-3.690598,102857-5-0-0.wav
0.7289848,0.5309883,0.2736385,22.099426,0.37825778,1772.086393816852,2798.1081105079415,15.208163993843831,0.00032952172,3769.8085088315215,0.014235167572463767,0.21241159125500314,(0.5256860256195068+0.0003849840722978115j),-106.71819,163.9142,-39.459637,33.43835,-17.769875,29.296858,4.108503,13.738811,16.65487,17.26685,12.259652,1.7474432,5.9613085,6.6933727,12.996235,7.346115,-0.48673052,0.81203103,1.1798149,6.9992075,3.6646926,-6.03666,-0.9040516,6.69077,11.252388,5.74999,-3.834762,-0.438654,5.1848493,4.364813,2.257326,4.3152122,1.3157234,1.4041287,4.8668175,0.7088626,4.494771,3.1415415,-1.1154472,-3.9038742,102857-5-0-1.wav
