chroma_stft,chroma_cqt,chroma_cens,melspectogram,rms,centroid,bandwidth,contrast,flatness,rolloff,crossing_rate,tempogram,fourier_tempogram,mcffs_1,mcffs_2,mcffs_3,mcffs_4,mcffs_5,mcffs_6,mcffs_7,mcffs_8,mcffs_9,mcffs_10,mcffs_11,mcffs_12,mcffs_13,mcffs_14,mcffs_15,mcffs_16,mcffs_17,mcffs_18,mcffs_19,mcffs_20,mcffs_21,mcffs_22,mcffs_23,mcffs_24,mcffs_25,mcffs_26,mcffs_27,mcffs_28,mcffs_29,mcffs_30,mcffs_31,mcffs_32,mcffs_33,mcffs_34,mcffs_35,mcffs_36,mcffs_37,mcffs_38,mcffs_39,mcffs_40,Label
0.35072196,0.6286691,0.27446443,2.2010336,0.08597558,2199.909282441195,2462.985802217009,16.19297875481499,0.22153184,4193.856572690217,0.05814934329710145,0.14188568320407974,(0.4860987067222595-0.04262806847691536j),-238.49799,119.93448,-41.60141,9.511102,-21.145796,12.998729,-24.835024,15.590755,-11.09116,2.2649233,1.9641057,2.5079384,2.0655396,5.700103,3.1229153,-3.6239095,5.6889777,-5.1802106,1.8563495,-4.1909647,0.85939515,-4.7208805,5.7150283,-1.7490075,1.556232,2.053668,0.35624227,0.3543457,-3.0366108,0.5821098,-2.277946,3.922704,-4.4428477,2.844199,-1.552131,1.2572697,-0.8108326,-0.37602246,-0.19087246,-0.7884814,102102-3-0-0.wav
0.24482334,0.48330525,0.26092243,7.8675666,0.18576366,3229.853735919448,3684.318422046533,15.807474451142992,0.006726291,6132.032099184783,0.06595476675724637,0.2748270946387825,(0.4163135588169098-0.00014610396465286613j),-94.985146,126.25159,-43.495014,15.288498,-22.864326,6.8561883,2.537744,11.558848,-14.147795,8.819282,13.447423,5.3688607,-1.8876992,1.6402991,-13.161311,1.3385415,0.10804001,5.2827034,10.543817,1.8102794,1.6381599,7.868943,-0.84884155,-7.615799,-6.465872,-0.9698347,4.652751,0.93265945,4.712559,5.333122,3.5303738,-1.7619743,-3.3221207,0.318806,-1.9642371,-0.45012745,5.592535,4.696131,0.75839746,-0.87258935,107653-9-0-12.wav
0.4131272,0.6172912,0.27466983,2.1757581,0.11636505,3776.908245434534,3889.828049505916,14.676859593197767,0.016938405,7172.304262907609,0.1023041213768116,0.25253478256701256,(0.4408717155456543+0.005628226790577173j),-87.9731,114.97553,-45.625412,19.058344,-19.00446,13.270333,8.794276,10.972312,-16.555914,6.000206,8.846582,3.8908808,-0.19142234,10.627001,-8.57549,4.784589,-2.5086927,3.8039877,6.3926935,1.1703894,-2.7785752,7.5302486,-0.059278052,0.55100316,-3.2567563,-1.9843361,1.4796774,-1.5313286,-0.9880565,1.1397957,1.4248614,1.6534657,0.34574842,2.9136965,2.742458,0.9918288,1.0163199,0.1280247,2.2905796,1.823142,107653-9-0-14.wav
0.26480785,0.48165843,0.2649324,3.4448972,0.13699643,3508.129253292664,3597.622541982455,16.034721877527804,0.0066231913,6922.58152173913,0.07837126358695652,0.2666804734149049,(0.4148312509059906+0.0003397439722903073j),-101.139244,123.19622,-50.022545,23.845562,-33.639786,16.202541,2.5812578,16.28956,-11.016847,13.862399,9.864912,1.4297084,-1.924051,3.3874454,-13.426217,5.4868507,2.6022673,6.1315026,11.412964,2.4732213,1.6605912,6.5646005,-8.370918,-10.5626335,-2.5127678,2.1646512,6.0262766,0.21313632,3.9835265,3.1781263,-1.350192,-5.4483223,-4.065746,-1.2331651,0.3386847,4.35464,9.732591,3.3850095,-0.5709845,-1.9288733,107653-9-0-18.wav
0.5569815,0.5496482,0.26930445,3.23995,0.14323959,2840.936635949968,3153.7038867490537,14.476055853119137,0.0059708906,5070.039487092391,0.08126273777173913,0.26922785135006344,(0.4190112054347992+0.0005347463302314281j),-76.296524,149.69737,-58.395645,17.024263,-11.698614,7.4425316,3.4736714,9.080422,-13.175034,10.876577,11.307622,0.21336037,-4.199684,12.680278,-5.577285,7.4509497,-2.3389301,4.1548014,5.6172256,3.314525,-2.1077209,4.2196727,0.8488491,2.5964844,-0.565281,1.7876049,1.26264,-1.719665,-1.309403,0.33928475,3.417876,1.1877472,1.8789665,3.33183,1.8901583,0.9155665,2.028322,-1.7616087,-1.2220207,-0.8427528,107653-9-0-3.wav
0.5095252,0.55246276,0.27227104,5.1386504,0.1865402,3109.4280614842505,3280.17527308584,14.673232005422474,0.008297887,5335.990149456522,0.0928909080615942,0.28350900135561374,(0.41239669919013977-0.0007819237071089447j),-43.1653,138.7509,-60.33186,17.015654,-11.327031,7.8336616,2.6038516,8.365897,-15.210244,11.282434,13.795458,-3.0719333,-8.711531,11.03973,-6.2027698,7.286291,-0.82847184,2.733493,5.693507,1.0757234,-2.7110791,5.3881736,-0.21847872,2.01723,-1.3519475,1.0386364,1.2523991,-1.9022341,-0.03238419,1.0021896,2.8325584,2.3965895,1.9130892,4.343665,3.8693995,2.1795497,1.784725,-0.886426,-0.68903404,-0.84534824,107653-9-0-5.wav
0.41105276,0.60856134,0.27366838,7.3678546,0.18417679,3137.177437793998,3551.0557765202557,15.074890053756208,0.008180835,5895.042034646739,0.07561707427536232,0.2635348360845312,(0.4194210171699524+0.0005868262960575521j),-74.59774,132.30826,-49.533463,9.499727,-22.931158,10.117554,4.6618876,13.638522,-9.644657,10.999252,8.283147,-1.882155,-6.4916453,3.578745,-10.864521,5.5914383,2.3620777,7.4683056,9.045978,1.5887499,-1.5018209,4.844904,-3.3428807,-2.8786223,-1.4063257,1.6567206,3.344744,-0.85836554,0.6878143,1.2913299,-0.1389406,-1.7955542,-0.5982746,1.9308361,2.7622259,4.256576,5.739383,0.21422742,-1.7164811,-3.5374596,107653-9-0-7.wav
0.23130329,0.5353179,0.2617314,1.6336026,0.045062527,1317.9275636602247,1732.424603532297,21.46359264868797,0.4032349,2185.588909646739,0.02963371829710145,0.14496975100641285,(0.2643652558326721-0.04418563097715378j),-360.5108,84.23449,-20.147371,-28.368937,-30.033916,-6.8121386,-13.946727,-14.729955,-19.453972,-9.079781,-7.667489,-9.154474,-8.41641,-9.738565,-6.120074,-6.4104066,0.3668518,0.04856669,2.703932,1.3676765,1.4674175,-0.84447837,-2.9160078,-2.5608978,-2.6090944,0.06578486,-0.74055743,-0.6416477,-3.1421893,-1.2820021,-0.992501,-0.08082345,0.033662148,-0.35283554,1.485757,2.715274,2.6050339,0.4688048,0.5435488,-0.42720035,109711-3-1-0.wav
0.43489653,0.57929826,0.2630679,2.4326437,0.06218966,2314.6273443689274,3111.1202297621758,22.759447870688003,0.00046764134,4496.070397418478,0.047898267663043476,0.26139175730763864,(0.41538864374160767+0.004129393491894007j),-280.36368,134.905,-18.822187,-43.15554,-45.66265,-15.630058,-23.037546,-26.537327,-29.272076,-16.001062,-12.75992,-14.221112,-11.863275,-14.5062275,-9.902437,-8.7335205,0.03647337,0.5117068,2.9294245,1.4767727,-0.12838931,-1.0474354,-2.881865,-2.8383088,-3.2943254,0.6481212,-0.30582938,-0.57728475,-3.0368636,-1.248613,-0.6296688,-0.77993774,-0.26318955,-0.26844782,3.136182,3.096617,2.3202107,1.3326105,1.9948964,0.6577485,109711-3-2-4.wav
0.50192815,0.64431757,0.27461663,1.2796606,0.04113147,2620.179785957863,3400.8905231879066,22.335636481784253,0.0007274947,5524.234035326087,0.056073086503623186,0.26497933034373466,(0.4000558853149414+0.0015009392518550158j),-278.56973,127.59588,-18.796743,-38.251324,-41.043613,-10.364036,-23.800512,-21.76038,-25.126463,-16.310286,-14.151417,-14.517988,-11.467918,-13.68729,-8.036148,-8.178601,-0.99465084,-2.318755,-0.10478073,-1.6997827,-1.4814519,-1.9963745,-3.600137,-2.4849768,-2.5637589,0.9516775,-0.72777593,-0.835939,-3.1238408,-0.8438459,-0.8633337,-0.7109194,-0.03015464,-0.5067556,1.6462805,2.313867,2.1284351,-0.42023876,0.62562716,-0.044727813,109711-3-2-6.wav
