chroma_stft,chroma_cqt,chroma_cens,melspectogram,rms,centroid,bandwidth,contrast,flatness,rolloff,crossing_rate,tempogram,fourier_tempogram,mcffs_1,mcffs_2,mcffs_3,mcffs_4,mcffs_5,mcffs_6,mcffs_7,mcffs_8,mcffs_9,mcffs_10,mcffs_11,mcffs_12,mcffs_13,mcffs_14,mcffs_15,mcffs_16,mcffs_17,mcffs_18,mcffs_19,mcffs_20,mcffs_21,mcffs_22,mcffs_23,mcffs_24,mcffs_25,mcffs_26,mcffs_27,mcffs_28,mcffs_29,mcffs_30,mcffs_31,mcffs_32,mcffs_33,mcffs_34,mcffs_35,mcffs_36,mcffs_37,mcffs_38,mcffs_39,mcffs_40,Label
0.03228748,0.4926767,0.24951346,0.30494156,0.0093697095,222.59192684991814,259.11551628976434,12.996832476303656,0.91324216,293.6005434782609,0.005478657155797101,0.008811312705396045,(0.0341668426990509-0.019948303699493408j),-579.54175,9.87483,-8.032065,-5.5366206,-3.5035439,0.073815,-2.2799928,-0.47250512,0.8187333,0.4065596,1.2521358,-0.020614356,-0.23060982,-0.1286285,-0.8016676,-0.016777122,0.23180258,0.08883816,-0.48177838,-0.8862104,-0.5073006,-0.07132193,0.055616662,0.35398257,-0.49007162,-0.7789004,0.15649682,0.31579533,-0.50154996,-0.2177951,-0.13250472,-0.30738446,0.14139722,0.09093661,-0.384188,-0.3151363,0.041205633,0.54853487,0.13920657,0.11453302,100032-3-0-0.wav
0.50677365,0.70206946,0.27875027,2.652942,0.13637419,2232.5778031163763,2284.0916107103167,16.13918688958852,0.00053174235,4081.696671195652,0.07166694972826088,0.27938341676126954,(0.4666324853897095-0.0004748876963276416j),-153.68207,185.10641,-86.53282,49.858852,9.2308235,22.548952,-3.5671732,12.220052,7.7200823,-6.4603925,16.995657,-6.6251173,1.4697796,9.525099,0.735251,2.9870634,2.774585,8.555776,-1.5872021,1.713161,6.4317937,-0.84517646,2.4379253,-0.823185,2.3274593,3.4365644,1.0405328,3.7995272,2.2722425,1.7465295,-1.534702,-1.8563535,0.37286535,-3.269187,-1.9697737,-1.5980978,0.5620761,0.46369,-0.35966367,0.9096018,100263-2-0-117.wav
0.5658122,0.6684872,0.27690697,5.7079835,0.18621154,1956.5270062625873,2327.294857970388,15.437340101818231,0.0005252584,3768.060886548913,0.05259001358695652,0.282615180044191,(0.44123831391334534+6.765846774214879e-05j),-125.52739,186.93994,-70.34916,40.429245,9.12105,18.398586,6.2832847,15.504059,9.6135025,-7.113611,16.179823,-5.7105236,-0.89925057,5.608243,0.86525434,7.36364,0.37035176,7.246946,0.23813653,-2.6358788,1.630457,-4.30368,6.048412,3.6606927,4.380057,3.7227924,0.21286435,3.1509345,-2.9827478,1.0097332,-0.7454664,-0.29196188,0.28763887,-3.358316,1.4346281,-0.9752459,2.3860786,-0.34791878,-3.8441782,-0.7315974,100263-2-0-121.wav
0.4795023,0.6103453,0.2760017,3.4931529,0.1403183,2652.4627324755284,2929.1467902175746,16.906793315499076,0.0012311669,4979.787279211957,0.0727638134057971,0.2603636537826608,(0.4856112003326416+0.008607634343206882j),-141.16681,160.33328,-62.952843,50.75118,-0.17433007,32.791603,-17.4698,24.75548,-3.8477833,-1.761176,14.020372,-11.238716,6.290466,1.1356995,12.392341,-3.6337557,8.167874,0.7195858,-3.9433134,6.70404,-0.6175221,5.5240583,0.64598316,2.640657,-3.3208134,1.818532,0.52611685,-4.1579156,3.8325377,-4.174096,1.3587624,-3.3742032,-1.0122794,-1.0259926,-3.666373,-0.07153497,-5.693183,1.876606,-1.4281728,3.5106864,100263-2-0-126.wav
0.55514526,0.4419431,0.26477456,6.966467,0.21501945,2095.392607899718,2288.749914968065,15.460787411527185,0.0004950813,3966.228770380435,0.06088371829710145,0.2760647992292274,(0.44108444452285767-0.0014275053981691599j),-108.23691,185.39265,-81.95048,46.47355,11.8720875,23.491444,4.261836,13.637701,6.093238,-2.8134525,18.077288,-7.2573457,-2.8493738,6.8790026,2.0504405,6.259815,-0.93000376,10.567487,1.5747991,-1.2737058,3.1046646,-5.591931,2.8828979,3.8991537,4.7501707,2.0505412,0.23846307,3.0256085,-1.3947453,0.99304074,-1.0441749,-0.3312057,2.44144,0.44965264,1.6096969,-2.6794097,-0.05482434,-2.050368,-1.7841887,2.8696852,100263-2-0-137.wav
0.6402417,0.49671525,0.2560811,8.924995,0.21173449,1903.9764893509798,2440.9573922870372,15.16189457674007,0.00043854464,3869.485394021739,0.038223222373188405,0.2737787657823535,(0.4342806041240692-7.695567910559475e-05j),-129.40396,178.77927,-60.338512,47.640453,11.501936,20.880333,8.22091,13.267728,10.838386,-4.754242,14.395511,-5.77516,3.3911862,4.5895653,3.0439506,7.1332483,0.5361794,7.192653,-2.3342283,-1.5088363,2.3336577,-2.0142758,2.9400394,2.5377855,2.6098218,2.0507514,-0.719883,1.4022448,-0.49465606,0.34015712,-0.35713983,-1.8978102,0.08742176,-0.6340635,3.4053102,0.066391125,0.116744556,0.30856434,-3.0277846,1.0321513,100263-2-0-143.wav
0.647383,0.5435782,0.2709103,6.7428045,0.19722953,1889.8907034288757,2512.4684236121293,14.822642047706255,0.000502765,3950.5001698369565,0.038633661684782605,0.27494350966216796,(0.4448702335357666-0.0009538354352116585j),-131.0791,182.02466,-59.242584,53.348557,6.8247623,23.768805,6.937396,10.895924,7.7600994,-4.0517797,13.999423,-4.7169795,1.6775334,10.146943,1.2263476,8.274299,-0.9690963,5.5473866,-1.3799838,-2.3819745,3.2093976,-4.884801,3.706175,-0.72227323,1.0224942,4.2265964,1.1215647,3.6471136,0.118576184,2.4654782,-1.8782802,-0.7993892,0.94813955,-2.5314176,2.6610763,-0.79651845,1.6610773,-0.042289093,-3.140889,0.7027527,100263-2-0-161.wav
0.6879734,0.65657955,0.2751712,9.223678,0.22665016,1944.9303983364491,2543.74936666731,14.741862354442882,0.0005060632,4078.0141813858695,0.0380859375,0.2811535543492204,(0.42742031812667847-0.001693105441518128j),-115.33208,179.51143,-60.04891,52.112957,-0.113339454,19.544,11.0538,15.343572,13.507728,-3.3896515,15.292861,-4.0189238,2.7206411,5.805524,2.1063666,5.0578127,-2.2444036,6.5380235,-2.3115225,-0.24426132,6.200865,-1.0021116,4.887038,-0.885615,2.0361257,1.4025729,-1.1960303,3.5872707,-1.5959437,0.47948322,-2.3859901,-0.6362056,-0.6565853,-3.3650844,2.147263,-1.7733253,2.0902596,0.0048058107,-2.6706457,2.4741263,100263-2-0-3.wav
0.67580533,0.55843335,0.26688263,8.026486,0.2096558,1750.9128365514327,2323.388563623654,15.355484102373197,0.00032510507,3683.9877717391305,0.03450379302536232,0.27692883693454146,(0.4415803551673889+0.0030112145468592644j),-137.68536,186.04233,-59.519882,44.076088,16.005293,13.106247,14.272355,12.961268,11.345914,-0.34224778,13.776045,-4.391973,0.6533326,9.869793,2.090272,5.4720736,2.8886366,4.284052,-0.1898993,-0.34410304,2.7561991,-1.5217427,0.5934691,0.325893,1.8732822,1.9732418,1.6274962,2.909625,0.74211884,1.340824,-3.068174,-0.64137346,0.0629164,-2.4943008,1.8700634,-1.6793516,1.4184291,1.5583441,-0.85228646,1.8580928,100263-2-0-36.wav
0.6966324,0.6918038,0.27685508,2.229809,0.12852752,3124.5266914550375,2931.287736263963,16.625086754025855,0.004013158,5514.559697690217,0.10006935009057971,0.22304122320763362,(0.46550804376602173-0.016961587592959404j),-94.41044,149.72156,-86.23197,50.921585,-12.068407,38.709362,-19.353386,31.17145,-10.595689,10.780252,-7.047011,3.2903702,-4.605931,3.8326797,-0.21826915,1.399678,6.340819,-5.770379,9.402005,-5.4458947,5.355054,-3.2160182,4.028994,-0.1557596,3.9593966,-5.3004446,3.0517719,-0.4001403,0.7019477,-0.47099936,-2.9639847,1.8587298,-5.706254,2.2643209,-3.7391956,-0.5180399,-6.2407494,-0.45022747,-4.963731,0.5009325,100852-0-0-0.wav
0.70435315,0.6780768,0.2757841,4.9241776,0.19006069,3039.1470967757264,2896.50133153658,16.677997572777606,0.00068381144,5347.03761888587,0.09678583559782608,0.27274826128433793,(0.43734824657440186-0.00045737612526863813j),-52.387165,151.85637,-86.34188,51.051754,-11.25778,39.03164,-18.591208,31.185724,-10.210321,9.897712,-7.249551,3.4312754,-4.338141,4.1402225,-0.7740338,1.9058795,6.1802955,-5.03925,9.166399,-5.2311893,5.363655,-2.6052487,3.7416327,0.3415963,4.0461283,-4.611082,2.812046,0.09720753,0.7397112,-0.8881574,-3.234929,1.915826,-5.5766234,1.9213649,-3.3107975,-0.42723384,-6.26146,-1.4897857,-5.218937,0.30352253,100852-0-0-1.wav
